6, 12, pa1-debug-d-empivot.txt
  153.56,   225.99,   225.26
  128.88,   269.26,   229.49
  104.19,   312.54,   233.73
  179.25,   243.13,   199.84
  154.57,   286.40,   204.07
  129.88,   329.68,   208.31
  238.37,   216.02,   215.64
  287.75,   223.45,   213.15
  337.13,   230.88,   210.66
  242.58,   181.42,   196.01
  291.97,   188.85,   193.52
  341.35,   196.28,   191.03
  137.38,   189.54,   211.77
   92.25,   188.63,   233.28
   47.12,   187.73,   254.78
  154.54,   191.22,   247.87
  109.41,   190.31,   269.37
   64.28,   189.40,   290.87
  184.18,   243.25,   220.63
  188.12,   285.69,   246.77
  192.07,   328.13,   272.92
  205.90,   224.19,   248.29
  209.84,   266.63,   274.43
  213.79,   309.07,   300.57
  139.85,   177.34,   217.27
   90.48,   174.72,   209.84
   41.10,   172.09,   202.41
  143.58,   199.98,   184.50
   94.21,   197.35,   177.07
   44.83,   194.73,   169.64
  198.71,   244.57,   206.59
  221.24,   287.92,   195.96
  243.77,   331.28,   185.33
  228.53,   224.71,   188.80
  251.06,   268.07,   178.17
  273.59,   311.42,   167.54
  228.96,   226.82,   222.58
  270.18,   254.84,   218.61
  311.40,   282.86,   214.64
  235.66,   211.79,   186.12
  276.88,   239.82,   182.15
  318.10,   267.84,   178.18
  216.06,   224.11,   242.95
  234.82,   240.11,   286.45
  253.57,   256.12,   329.94
  203.65,   190.47,   260.68
  222.41,   206.47,   304.18
  241.16,   222.47,   347.67
  173.67,   219.63,   165.97
  163.07,   229.97,   118.21
  152.47,   240.30,    70.46
  187.31,   183.62,   155.15
  176.71,   193.95,   107.39
  166.11,   204.29,    59.63
  145.39,   179.35,   182.46
  102.62,   187.16,   157.77
   59.84,   194.98,   133.09
  151.25,   218.85,   184.81
  108.48,   226.66,   160.12
   65.70,   234.47,   135.44
  142.60,   211.61,   219.95
   97.19,   230.91,   211.84
   51.78,   250.20,   203.74
  148.77,   209.55,   180.48
  103.36,   228.85,   172.37
   57.95,   248.14,   164.27
  205.27,   187.80,   260.15
  225.82,   201.34,   303.67
  246.37,   214.89,   347.19
  218.03,   221.86,   243.52
  238.58,   235.41,   287.04
  259.14,   248.95,   330.56
