8, 8, 27, 8, pa1-unknown-k-calreadings.txt
   11.08,    21.52, -1499.80
    9.97,    19.37, -1349.82
   13.95,   171.48, -1497.63
   12.84,   169.33, -1347.65
  161.05,    18.64, -1498.74
  159.94,    16.48, -1348.76
  163.92,   168.59, -1496.57
  162.81,   166.44, -1346.58
  223.75,   224.81, -1283.50
  222.14,   221.55, -1033.52
  228.63,   474.74, -1280.22
  227.02,   471.49, -1030.24
  473.70,   219.91, -1281.95
  472.09,   216.65, -1031.97
  478.58,   469.84, -1278.67
  476.97,   466.59, -1028.69
  210.64,   206.89,   207.12
  210.70,   208.11,   336.13
  212.09,   209.44,   462.18
  212.80,   337.41,   211.31
  214.24,   335.30,   339.71
  215.82,   332.73,   465.55
  215.12,   464.97,   214.41
  216.32,   460.12,   341.40
  216.41,   455.11,   467.49
  334.09,   202.89,   212.09
  335.29,   204.23,   339.22
  338.98,   207.24,   463.52
  336.35,   332.07,   211.35
  338.19,   332.35,   338.26
  341.03,   333.59,   462.63
  340.08,   461.99,   210.00
  341.02,   460.92,   337.55
  341.04,   459.60,   463.80
  457.00,   201.09,   217.02
  459.34,   202.85,   341.04
  464.32,   207.41,   463.49
  460.04,   328.86,   212.73
  460.40,   332.15,   336.46
  463.36,   336.99,   459.34
  463.91,   459.12,   207.87
  462.74,   462.79,   334.32
  462.16,   465.60,   460.31
   27.93,    23.50, -1499.56
   25.13,    21.15, -1349.60
   29.14,   173.47, -1497.18
   26.35,   171.12, -1347.23
  177.90,    22.23, -1496.78
  175.10,    19.89, -1346.83
  179.11,   172.21, -1494.41
  176.32,   169.86, -1344.45
  229.36,   223.06, -1042.92
  228.40,   223.41,  -792.93
  233.12,   473.03, -1043.27
  232.16,   473.39,  -793.27
  479.33,   219.29, -1041.96
  478.37,   219.65,  -791.96
  483.09,   469.27, -1042.30
  482.13,   469.62,  -792.30
  209.59,   206.96,   449.99
  214.45,   210.13,   571.97
  219.19,   214.19,   691.87
  214.01,   330.57,   451.50
  217.01,   332.01,   573.11
  218.57,   336.79,   691.35
  215.77,   453.19,   451.36
  215.95,   454.06,   574.64
  214.77,   459.53,   694.67
  336.16,   203.77,   449.89
  342.59,   209.45,   571.51
  347.30,   215.28,   692.11
  339.10,   330.01,   447.02
  343.47,   334.33,   568.72
  345.58,   339.30,   688.52
  340.22,   456.57,   445.91
  341.01,   458.50,   569.47
  340.58,   461.80,   690.02
  461.24,   202.60,   448.35
  468.21,   209.25,   570.49
  472.69,   213.95,   693.43
  461.20,   332.13,   442.27
  466.67,   338.02,   565.24
  471.01,   340.91,   688.88
  461.36,   461.18,   440.57
  463.40,   464.31,   565.32
  466.11,   464.86,   688.25
  -16.35,    10.99, -1499.87
  -14.71,     9.89, -1349.88
  -14.82,   160.98, -1498.79
  -13.19,   159.88, -1348.80
  133.64,     9.48, -1501.52
  135.27,     8.38, -1351.53
  135.16,   159.46, -1500.43
  136.80,   158.37, -1350.45
  199.22,   456.15, -1290.45
  208.52,   448.49, -1040.74
  203.41,   706.00, -1282.95
  212.71,   698.34, -1033.24
  449.01,   452.24, -1299.87
  458.31,   444.59, -1050.16
  453.20,   702.10, -1292.37
  462.50,   694.44, -1042.66
  213.33,   453.39,   211.30
  217.93,   445.72,   338.16
  221.45,   437.95,   464.17
  215.50,   576.46,   213.81
  217.83,   567.43,   340.20
  218.68,   560.37,   467.34
  216.56,   696.34,   213.14
  215.40,   687.69,   339.71
  213.55,   684.27,   468.47
  338.17,   449.32,   203.90
  342.23,   445.46,   331.00
  345.86,   441.48,   456.94
  340.98,   576.61,   205.77
  343.41,   571.71,   334.22
  343.85,   566.65,   462.83
  341.29,   700.07,   208.77
  341.56,   694.68,   338.27
  340.28,   690.51,   468.88
  462.11,   445.39,   198.78
  463.99,   445.90,   324.77
  466.73,   446.29,   450.18
  464.48,   574.41,   199.50
  465.75,   574.06,   329.04
  466.18,   571.76,   457.97
  463.69,   700.35,   204.78
  465.33,   697.73,   337.05
  465.32,   693.46,   467.76
   26.66,    12.18, -1499.71
   23.99,    10.96, -1349.74
   25.00,   162.16, -1498.53
   22.34,   160.95, -1348.55
  176.62,    13.81, -1497.03
  173.96,    12.59, -1347.06
  174.97,   163.80, -1495.85
  172.30,   162.58, -1345.88
  223.68,   459.38, -1043.44
  213.82,   455.61,  -793.67
  225.76,   709.34, -1039.59
  215.90,   705.57,  -789.81
  473.48,   457.15, -1033.62
  463.62,   453.38,  -783.84
  475.56,   707.11, -1029.76
  465.70,   703.34,  -779.98
