6, 12, pa1-unknown-j-empivot.txt
  153.32,   211.74,   180.46
  122.63,   245.99,   165.49
   92.17,   280.61,   149.64
  166.39,   237.13,   208.88
  135.13,   271.55,   194.08
  104.05,   306.02,   178.71
  182.90,   170.35,   258.10
  181.24,   169.09,   307.62
  179.76,   167.56,   357.08
  195.33,   208.02,   260.08
  193.70,   206.64,   309.57
  192.20,   205.04,   358.94
  146.00,   176.47,   185.47
  114.10,   171.44,   148.97
   82.65,   166.47,   112.22
  170.18,   194.28,   161.03
  138.18,   188.94,   124.91
  106.51,   183.77,    88.61
  204.38,   193.60,   261.64
  221.03,   213.97,   304.21
  237.78,   234.26,   346.65
  210.04,   228.38,   242.78
  226.60,   249.17,   285.15
  243.19,   269.80,   327.53
  189.27,   207.80,   159.78
  201.92,   210.75,   112.00
  215.96,   212.60,    64.38
  216.36,   179.75,   163.77
  229.14,   182.76,   115.72
  243.56,   184.60,    67.55
  211.01,   211.63,   254.95
  230.09,   212.74,   301.39
  249.43,   213.47,   347.84
  208.16,   171.94,   257.23
  227.25,   173.00,   303.88
  246.66,   173.71,   350.47
  188.33,   240.25,   229.18
  198.45,   279.69,   258.80
  208.48,   319.34,   288.28
  213.98,   217.96,   249.88
  224.42,   257.10,   279.39
  234.71,   296.53,   308.84
  162.36,   154.17,   181.61
  139.87,   133.08,   142.50
  117.68,   111.97,   103.82
  173.15,   184.13,   159.63
  150.90,   162.52,   120.90
  129.11,   140.90,    82.57
  157.25,   203.56,   247.86
  120.44,   228.20,   270.19
   82.81,   252.98,   292.75
  152.29,   225.35,   215.56
  115.75,   249.93,   237.88
   78.62,   274.53,   260.16
  210.36,   221.16,   249.42
  241.04,   235.49,   286.57
  271.93,   249.52,   323.72
  231.93,   188.19,   244.80
  262.66,   202.30,   282.22
  293.66,   216.12,   319.54
  231.30,   215.36,   185.41
  262.28,   228.57,   148.01
  293.72,   241.77,   110.17
  212.02,   190.27,   160.65
  243.28,   202.75,   123.70
  275.26,   215.10,    86.13
  183.66,   235.22,   238.00
  192.71,   281.73,   255.38
  201.70,   328.59,   272.44
  216.60,   237.31,   216.24
  226.02,   284.00,   233.04
  235.42,   330.91,   249.58
