6,4,pa2-unknown-j-EM-nav.txt
  496.11,   527.80,   395.40
  519.05,   565.30,   377.00
  542.62,   602.41,   357.72
  516.81,   503.26,   370.87
  540.16,   541.35,   351.90
  564.10,   578.57,   332.83
  428.11,   378.33,   502.86
  418.98,   383.10,   552.06
  409.06,   387.92,   601.75
  440.14,   417.77,   502.39
  431.42,   422.33,   551.83
  421.62,   426.93,   601.47
  501.44,   450.12,   446.28
  525.22,   490.13,   462.57
  548.31,   529.34,   478.29
  505.60,   433.49,   482.70
  529.47,   473.62,   499.08
  552.44,   513.12,   515.20
  474.37,   437.02,   412.48
  486.52,   474.70,   382.54
  498.79,   511.40,   352.57
  494.40,   453.41,   442.85
  506.47,   491.22,   413.06
  518.06,   527.73,   382.59
