6, 12, pa1-unknown-i-empivot.txt
  160.99,   235.47,   187.10
  127.85,   268.10,   161.42
   95.97,   299.69,   135.64
  185.84,   234.17,   154.48
  152.70,   266.54,   129.19
  120.82,   297.88,   104.46
  232.15,   207.50,   147.24
  265.58,   224.70,   112.76
  298.89,   243.25,    77.81
  248.91,   228.60,   176.10
  282.53,   245.59,   142.49
  316.04,   263.70,   108.66
  243.67,   215.86,   231.54
  288.18,   229.35,   248.61
  332.11,   243.41,   265.48
  260.30,   213.52,   194.93
  304.91,   226.94,   212.51
  348.90,   240.95,   229.89
  225.27,   200.83,   143.90
  258.42,   196.28,   104.30
  290.47,   193.60,    62.60
  256.19,   191.30,   170.85
  289.45,   186.99,   131.88
  321.85,   184.36,    91.25
  182.36,   188.12,   149.09
  169.32,   189.06,    98.12
  156.45,   187.50,    46.32
  206.09,   219.12,   143.12
  193.26,   220.32,    92.51
  180.78,   219.32,    41.62
  254.48,   222.80,   207.80
  304.89,   229.57,   207.17
  354.80,   236.99,   206.69
  260.95,   193.34,   182.02
  311.29,   200.32,   181.27
  361.16,   207.92,   180.76
  188.20,   218.81,   243.53
  189.57,   240.70,   287.81
  191.53,   262.77,   332.52
  227.33,   227.96,   236.07
  228.37,   250.32,   280.02
  229.92,   273.04,   324.27
  175.89,   232.23,   229.33
  165.30,   258.58,   270.34
  155.80,   284.64,   312.21
  214.85,   224.11,   242.78
  203.83,   251.00,   283.42
  193.76,   277.82,   324.82
  178.50,   243.76,   217.08
  171.20,   284.57,   244.07
  164.99,   325.24,   271.83
  218.94,   241.24,   227.33
  211.27,   282.56,   254.24
  204.51,   323.99,   281.77
  244.73,   224.06,   164.09
  285.88,   227.44,   133.68
  326.62,   232.36,   102.54
  251.62,   184.31,   166.52
  292.34,   188.03,   135.48
  332.62,   193.22,   103.67
  260.58,   200.83,   210.14
  311.69,   196.48,   205.10
  362.13,   192.83,   200.13
  256.71,   192.89,   171.38
  307.93,   188.92,   166.37
  358.53,   185.71,   161.31
  214.23,   233.23,   236.94
  239.21,   261.63,   267.73
  264.18,   290.79,   298.40
  249.43,   225.51,   216.27
  274.03,   253.84,   246.94
  298.51,   283.01,   277.37
