6,6,pa2-debug-e-em-fiducialss.txt
  322.89,   427.34,   378.54
  283.90,   457.68,   375.21
  244.48,   487.45,   371.79
  337.31,   451.40,   407.12
  298.96,   481.69,   404.23
  260.05,   511.39,   401.30
  440.50,   376.46,   456.44
  483.15,   401.23,   454.37
  526.64,   425.81,   452.27
  449.06,   359.30,   491.51
  491.66,   384.36,   489.23
  535.15,   409.25,   487.08
  267.17,   525.14,   523.72
  242.35,   567.59,   516.58
  215.86,   609.43,   508.87
  275.04,   538.21,   560.44
  250.15,   580.60,   553.41
  223.48,   622.38,   545.82
  309.57,   387.87,   471.57
  270.80,   397.80,   444.67
  230.93,   407.47,   417.54
  319.74,   427.74,   468.45
  281.06,   436.88,   441.91
  241.19,   445.81,   414.92
  416.37,   469.72,   409.15
  448.00,   469.36,   444.02
  479.93,   468.67,   478.95
  442.17,   449.83,   385.54
  473.77,   449.33,   420.39
  505.71,   448.61,   455.30
  365.84,   396.23,   364.09
  390.55,   408.51,   323.35
  416.03,   420.71,   282.58
  348.81,   365.76,   344.86
  373.39,   378.24,   303.88
  398.56,   390.64,   262.81
