27, 8, pa1-unknown-k-output1.txt
191.14971731 	201.22735148 	187.14358441
402.18877541         403.11318114         197.89572744
210.2534647	210.4313433	211.7916774
210.3667855	210.600998	336.7915109
210.4801062	210.7706528	461.7913444
210.2995853	335.4312196	211.6219807
210.412906	335.6008743	336.6218142
210.5262267	335.7705291	461.6216478
210.3457058	460.4310959	211.4522841
210.4590265	460.6007506	336.4521176
210.5723473	460.7704054	461.4519511
335.2534049	210.385069	211.6784193
335.3667256	210.5547237	336.6782528
335.4800463	210.7243784	461.6780863
335.2995254	335.3849453	211.5087227
335.4128461	335.5546		336.5085562
335.5261669	335.7242548	461.5083897
335.3456459	460.3848216	211.3390261
335.4589666	460.5544763	336.3388596
335.5722874	460.7241311	461.3386931
460.253345	210.3387947	211.5651613
460.3666657	210.5084494	336.5649948
460.4799865	210.6781041	461.5648283
460.2994655	335.338671	211.3954647
460.4127862	335.5083257	336.3952982
460.526107	335.6779804	461.3951317
460.345586	460.3385473	211.2257681
460.4589068	460.508202	336.2256016
460.5722275	460.6778567	461.2254351
208.161776	208.3871972	449.6171305
209.9925247	210.5385922	574.5852058
211.8232734	212.6899872	699.5532812
208.989329	333.3657297	447.453432
210.8200777	335.5171246	572.4215074
212.6508264	337.6685196	697.3895828
209.816882	458.3442621	445.2897336
211.6476307	460.4956571	570.257809
213.4783794	462.647052	695.2258843
333.1456291	207.5281661	447.8009394
334.9763777	209.6795611	572.7690147
336.8071264	211.8309561	697.7370901
333.973182	332.5066985	445.6372409
335.8039307	334.6580935	570.6053163
337.6346794	336.8094885	695.5733916
334.800735	457.4852309	443.4735425
336.6314837	459.6366259	568.4416179
338.4622324	461.7880209	693.4096932
458.1294821	206.669135	445.9847482
459.9602308	208.8205299	570.9528236
461.7909794	210.9719249	695.9208989
458.9570351	331.6476674	443.8210498
460.7877838	333.7990624	568.7891252
462.6185324	335.9504573	693.7572005
459.7845881	456.6261998	441.6573514
461.6153367	458.7775948	566.6254267
463.4460854	460.9289898	691.5935021
208.7549098	448.8237273	208.4922991
212.0716454	445.9443713	333.4151095
215.388381	443.0650153	458.33792
209.5477192	573.7885064	211.3515731
212.8644548	570.9091503	336.2743836
216.1811904	568.0297943	461.197194
210.3405287	698.7532854	214.2108472
213.6572642	695.8739294	339.1336576
216.9739998	692.9945734	464.0564681
