16, 15, PA3-E-Debug-SampleReadingsTest.txt 0
  -32.55,   -24.45,   183.81
   13.76,    15.26,   130.91
  -27.84,    29.54,   176.09
   60.73,     0.32,   160.51
   50.72,   -34.48,   114.07
   20.37,    28.96,   109.82
   -8.96,   -23.49,   -77.42
   12.01,    12.15,   -40.40
   21.82,    10.96,   -99.25
    9.48,     0.21,   -56.97
   26.38,    26.94,   -86.70
  -33.86,    23.34,   -81.63
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -80.49,   -61.96,    86.73
  -34.70,   -22.58,    33.81
  -76.07,    -7.59,    79.73
   12.84,   -37.42,    63.84
    2.03,   -71.79,    17.37
  -27.66,    -8.41,    11.90
   -7.33,   -22.72,   -80.36
   13.65,    12.19,   -43.46
   23.36,    11.66,  -102.09
   11.58,     1.58,   -59.96
   27.80,    27.37,   -89.80
  -32.62,    23.63,   -83.03
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -67.47,   -49.95,    79.60
  -21.40,    -9.88,    26.44
  -62.66,     5.17,    72.13
   25.56,   -23.94,    56.06
   15.55,   -59.05,     9.88
  -15.07,     4.33,     4.90
   -8.45,   -21.62,   -78.16
   12.87,    13.08,   -40.86
   22.72,    12.66,   -99.46
   10.55,     2.32,   -57.42
   26.66,    28.02,   -86.64
  -33.57,    24.57,   -81.73
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -73.79,   -26.98,    94.66
  -27.66,    13.38,    41.61
  -68.91,    28.64,    87.17
   20.28,    -1.54,    71.82
    9.16,   -36.41,    25.08
  -20.48,    27.85,    20.13
   -1.19,   -23.49,   -77.41
   20.80,    11.84,   -40.03
   30.36,    11.15,   -99.39
   18.09,     0.12,   -56.69
   35.11,    27.09,   -87.14
  -25.32,    23.76,   -80.94
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -72.18,   -25.23,    90.35
  -26.08,    14.06,    36.34
  -66.89,    29.17,    81.98
   21.60,    -0.12,    66.49
   11.34,   -35.01,    19.70
  -18.96,    28.55,    14.97
   -2.66,   -21.54,   -77.59
   18.73,    13.59,   -40.22
   28.50,    12.98,   -99.76
   16.09,     2.48,   -57.33
   32.43,    29.24,   -87.35
  -27.76,    25.12,   -80.47
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -41.24,   -23.12,   114.51
    4.23,    16.97,    61.32
  -36.47,    31.07,   107.07
   52.34,     1.34,    91.18
   42.34,   -33.10,    44.16
   12.22,    30.96,    39.75
   -5.86,   -22.69,   -80.03
   15.30,    11.91,   -42.60
   25.52,    11.71,  -101.44
   12.48,     1.20,   -59.46
   30.24,    27.49,   -89.19
  -29.94,    24.44,   -83.12
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -30.61,   -31.04,   103.12
   15.44,     9.66,    49.51
  -25.56,    24.20,    95.77
   63.41,    -5.21,    79.21
   52.23,   -40.74,    32.62
   22.11,    23.27,    28.84
   -3.48,   -23.12,   -79.90
   17.57,    12.11,   -42.15
   28.63,    11.82,  -101.72
   14.98,     1.11,   -58.63
   32.41,    27.90,   -88.95
  -27.95,    23.84,   -83.43
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -70.07,   -24.88,    87.58
  -23.77,    14.93,    33.69
  -64.65,    30.08,    79.28
   23.64,     0.51,    64.13
   13.75,   -33.98,    17.57
  -16.40,    29.22,    12.26
   -7.81,   -22.15,   -80.73
   13.96,    13.59,   -43.66
   23.59,    12.25,  -102.26
   10.66,     1.75,   -60.19
   27.88,    27.87,   -89.63
  -32.39,    25.39,   -83.68
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -16.73,   -30.49,   154.09
   28.76,    10.00,   100.65
  -11.66,    24.00,   146.53
   76.35,    -5.74,   130.03
   65.82,   -40.46,    83.64
